complaint_id,facility_id,facility_type,incident_date,notes,severity,fine,Facility Invest Results Abuse,Facility Invest Results Rule,Type Of Abuse
RD149353,70M207,ALF,10/28/2014,Reported Perpetrator #2 (RP2) called Resident #1 a derogatory name on numerous occasions and is responsible for verbal abuse.  The facility failed to protect Resident #1 from verbal abuse.  This failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Verbal/Mental abuse
RD149679,70M207,ALF,12/14/2014,The facility failed to administer Resident #1's sleep and appetite stimulation medication.  Resident #1 missed several days of medication.  This failure is a violation of Oregon Administrative Rules.,2,,,,
RD151671,70M207,ALF,6/8/2015,"Resident #1's sleep aid medication went missing.  The medication was taken by an unknown individual and this person is responsible for theft of property, which is considered financial exploitation and constitutes abuse.  The facility failed to protect Resident #1's property from theft.  This failure is a violation Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Financial abuse
BO152067,70M207,ALF,7/1/2015,"The facility failed to adequately assess Resident #2 and implement interventions to reduce his/her fall risk.  Resident #2 fell several times and developed bruising as a result.  This failure is considered neglect of care, which constitutes abuse, and is a violation of Oregon Administrative Rules.",2,,,,Neglect
CO11064,70M208,ALF,3/17/2011,"The facility failed to evaluate and monitor, coordinate care with home health and ensure medication orders were carried out as prescribed resulting in unrelieved pain to Resident 2. The failures are a violation of resident rights, are considered neglect of care and constitute abuse.",3,300,,,Neglect
MM116360,70M208,ALF,2/11/2011,The Facility failed to provide a safe medication system resulting in harm to Resident #1.  The resident experienced severe diarrhea as well as vomiting when he/she was given a medication in which he/she was not prescribed.,3,400,,,Neglect
MM116805A,70M208,ALF,4/14/2011,The facility failed to ensure Resident #1 was treated with dignity and respect. The failure is a violation of resident rights.,2,0,,,
MM116805B,70M208,ALF,4/14/2011,"The facility failed to provide a safe medication resulting in Resident #1 not receiving medications as ordered. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,0,,,Neglect
MM117029,70M208,ALF,4/14/2011,The facility failed to provide a safe medication administration system resulting in Resident #1 not receiving her/his medication as ordered for approximately two weeks. There was no harm as a result of the error. The failure is a violation of OARs.,2,0,,,
MM117130A,70M208,ALF,5/14/2011,The facility failed to provide a safe environment resulting in Resident #1 being administered the wrong medication. Resident #1 was being administered Abien in lieu of Clonazapam. The failure is a violation of OARs.,2,600,,,
MM117130B,70M208,ALF,5/14/2011,The facility failed to provide a safe medication administration system resulting in the potential for harm. Medication Administration Records were transcribed incorrectly resulting in multiple residents not being administered their medications as ordered. The failure is a violation of resident rights and is a violation of OARs.,2,0,,,
MM118661,70M208,ALF,11/29/2011,"Resident #1 had a history of aggressive behavior and was known that she/he did not get along with Resident #2. On two separate occasions Resident #1 and Resident #2 were involved in altercations and was not addressed on the residents' care plans. The facility failed to address behaviors resulting in altercations between Resident #1 and Resident #2. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,0,,,Neglect
MM120422,70M208,ALF,6/25/2012,"Resident #1 had prescription for regularly scheduled narcotic medication for pain. The facility failed to timely reorder Resident #1's medication resulting in unecessary pain from several missed doses. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,0,,,Neglect
MM120328,70M208,ALF,6/14/2012,"Resident #1 had a history of verbally inappropriate behavior towards staff and residents including Resident #2. Care plans instructed staff to keep Resident #1 away from Resident #2 and monitor in the dining room. Resident #1 was verbally abusive towards Resident #2 and her/his family. The failure is a violation of resident rights, is considered neglect of care resulting in verbal abuse.",2,0,,,Verbal/Mental abuse
MM120777,70M208,ALF,8/5/2012,"Resident #1 had a order to receive a narcotic pain patch every 72 hours. It was discovered that Resident #1 had not received the pain patch after she/he was observed to be in pain. The facility failed to provide a safe medication administration system resulting in Resident #1 experiencing unrelieved pain. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse. A civil penalty is warranted, however one was not issued due to the length of time between the investigation and processing by the Department.",3,,,,Neglect
MM135295,70M208,ALF,11/8/2013,"Facility staff issued medications to Resident #1.  Resident #1 was hiding his/her medications, not taking them, and his/her medical conditioned worsened.  The facility failed to watch and make sure Resident #1 took his/her medications.  This failure is considered neglect of care, which constitutes abuse, and violates Oregon Administrative Rules.",3,300,,,Neglect
MM121579,70M208,ALF,8/15/2012,"Resident #2 had a history of aggressive behaviors. On or about August 15, 2012, Resident #2 hit Resident #1 in the face when approached. The facility failed to adequately care plan for Resident #1's aggressive behaviors. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse. This notification was processed at a later date due to the timeframe between the investigation and when it was received by the Department.",2,,,,Neglect
MM121580,70M208,ALF,11/7/2012,"Resident #2 had a history of aggressive behavior. On or about November 7, 2012, Resident #1 and Resident #2 engaged in a physical altercation. The facility failed to appropriately monitor and care plan around Resident #2's behaviors. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse. This notification was processed at a later date due to the timeframe between the investigation and when it was received by the Department.",2,,,,Neglect
MM121581,70M208,ALF,8/22/2012,"Resident #2 had a history of aggressive behavior and care planned to remove other residents from surrounding area if agitated. On or about August 22, 2012, Resident #2 was cursing and yelling at Resident #1 resulting in an altercation. The facility failed to follow Resident #2's care plan. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse. This notification was processed at a later date due to the timeframe between the investigation and when it was received by the Department.",2,,,,Neglect
MM121582,70M208,ALF,8/24/2012,"Resident #2 had a history of agitation and care planned with interventions. On or about August 224, 2014, Resident #1 and Resident #2 engaged in a physical altercation. Facility incident indicated that the residents would be separated, eat in separate areas and kept under continuous supervision. Neither residents' care plan address these interventions. The facility failed appropriately monitor behaviors. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse. This notification was processed at a later date due to the timeframe between the investigation and when it was received by the Department.",2,,,,Neglect
MM147742,70M208,ALF,7/8/2014,"Resident #1 was transported to the hospital for treatment after RP2 administered a medication that was on hold. Investigation revealed RP2 was a new employee and being trained at the time of the incident. The facility failed to ensure a safe medication administration system resulting in harm. The failures are violations of resident rights, are considered neglect of care and constitute abuse.",3,250,,,Neglect
MM150704,70M208,ALF,3/7/2015,Resident #1 reported missing money from her/his purse and RP2 was suspected. Investigation was unable to confirm who took the money and an unknown person was found responsible.  Theft of money is considered financial exploitation and constitutes abuse. The facility failed to ensure a safe environment which is a violation of Oregon Administrative Rules.,2,,Inconclusive,Substantiated,Financial abuse
MM148274,70M208,ALF,8/14/2014,"Resident #1 reported missing two ruby rings. Resident #1's room was searched without success. The facility failed to ensure a safe environment and is a violation of Oregon Administrative Rules. An unknown person was found responsible for the theft, is considered financial exploitation and constitutes abuse.",3,,Not Substantiated,Substantiated,Financial abuse
MM151690,70M208,ALF,6/13/2015,"Resident #1 was care planned to self-administer her/his own medication and regularly took an over the counter medication to address constipation. On or about June 13, 2015, Resident #1 experienced constipation that required transportation to the hospital for treatment. Investigation revealed a staff member took away Resident #1's over the counter constipation medication a few days prior. The facility failed to follow Resident #1's care plan. The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",3,300,,,Neglect
MM148640,70M208,ALF,9/12/2014,The facility failed to ensure a safe environment resulting in the potential for harm. RP2 was a new medication aide who attempted to give Resident #1 another resident's medication. W4's name was used on the MAR when RP2 administered residents' medication. RP2 provided Resident #2 with another resident's medication. There was no negative outcome as a result of the medication error. The failures are violations of Oregon Administrative Rules.,2,,,,
MS118014,70M210,ALF,9/10/2011,"On 9/20/11, Resident #1 and Resident #2 reported money missing from their respective wallets.  On 9/21/11, Resident #3 reported missing medications.  An unknown individual was responsible for the loss of resident property.",2,0,Not Substantiated,Substantiated,Financial abuse
MS118372,70M210,ALF,11/5/2011,Reported Perpetrator 2 improperly transferred Resident #1 causing him/her pain.,2,0,Not Substantiated,Substantiated,Physical Abuse
MS120175,70M210,ALF,5/30/2012,Resident #1's $100 went missing from his/her wallet that was located in his/her room; and the money was not found upon a room search.  An unknown individual is responsible for Resident #1's loss of money.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,0,Not Substantiated,Substantiated,Financial abuse
MS133228B,70M210,ALF,5/10/2013,"A complaint was received that the facility failed to protect Resident #1 from inappropriate verbal interactions.  Upon investigation, it was determined that Reported Perpetrator 2 (RP2) did enter Resident #1_x001A_s room speaking loudly and addressed Resident #1_x001A_s frequent use of his/her call light.  The facility failed to assure Resident #1_x001A_s rights.  The failure is a violation of Oregon Administrative Rules.",2,,,,
MF133954,70M210,ALF,7/29/2013,Reported Perpetrator 2 (RP2) administered Resident #1's morning medications.  There was an extra pill and Resident #1 caught the error.  Resident #1 did not take the medication and RP2 took the extra pill and destroyed it.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
MS148196,70M210,ALF,8/19/2014,Resident #1 reported several gift cards missing from his/her room.  An unknown individual was determined to be responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Financial abuse
MS148230,70M210,ALF,8/21/2014,Resident #1 was sent to the hospital and while there a discrepancy was found with his/her MAR.  A medication showed it had been dispensed but had not.  The facility explained the discrepancy by stating they pre-popped the dose in anticipation of Resident #1 requesting it.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
MS159963,70M210,ALF,1/15/2015,"Resident #1 was administered his/her narcotic medication by Reported Perpetrator 2 (RP2) at 0600 hours and then again at 0800 hours in error.  Resident #1 experienced shortness of breath and redness as a result.  RP2 was found responsible for neglect of care which constitutes abuse.  The facility failed to provide a safe medication administration system.

The failure is a violation of Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Neglect
MF150229,70M210,ALF,2/12/2015,"Resident #1 was not administered his/her medications due to them being out of stock.  Resident #1 had been in pain due to not receiving his/her pain medications.  The facility failed to administer Resident #1's medications according to physician's orders.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,,,,Neglect
MS150622,70M210,ALF,3/14/2015,"Reported Perpetrator #2 (RP2) failed to provide adequate care for Residents #1 - #3 as indicated in their care plans.  Resident #1 was found on the floor of his/her room with an arm injury and was completely soaked in his/her own urine.  Resident #2 and Resident #3 were also found completely soaked in their own urine.  RP2 is responsible for neglect of care, which constitutes abuse.  The facility failed to provide a safe homelike environment which is a violation of Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Neglect
MS151470A,70M210,ALF,6/5/2015,"Resident #1 had a history of closing the kitchen doors due to the noise.  Resident #1 went to shut the kitchen doors for the third or fourth time.  Reported Perpetrator 2 (RP2) became upset and blocked the doorway with his/her foot and would not let Resident #1 close the kitchen doors.  RP2 hit Resident #1 in the chest.  RP2 was found responsible for physical abuse.

The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Physical Abuse
MS151470B,70M210,ALF,6/5/2015,Resident #1 and Reported Perpetrator 2 (RP2) were involved in a verbal altercation regarding closing the kitchen doors.  RP2 was heard yelling at Resident #1 in a hostile threatening manner while using inappropriate language.  RP2 was found responsible for verbal abuse.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Verbal/Mental abuse
MF153204,70M210,ALF,10/20/2015,Reported Perpetrator 2 (RP2) told Resident #1 that RP2 was tired of transferring him/her because it makes RP2 smell like Resident #1_x001A_s body odor.  Resident #1 was offended by RP2_x001A_s statement.  The facility failed to assure resident rights.  The failure is a violation of Oregon Administrative Rules.,2,,,,
HB105836,70M211,ALF,12/9/2010,"The locking cabinet provided by the facility was out of reach for Resident #1, so he/she placed gifts for his/her family on a shelf in her room where reachable on 12/5/10.  On 12/10/10, the items were missing.  Theft occurred by an unknown individual.",2,0,Not Substantiated,Substantiated,Financial abuse
HB120285,70M211,ALF,4/25/2012,Resident #1's physician prescribed a medication on 4/25/12; however it was not appropriately followed up on and was ordered on 5/9/12.  The facility failed to have medication available to follow physician's orders.  The failure is a violation of Oregon Administrative Rules.,2,0,,,
HB132314,70M211,ALF,2/4/2013,"On 1/31/13 at 10pm, Witness 1 and Witness 3 counted and documented the presence of the narcotics to be discarded.  At the subsequent shift changes, none of the staff count these medications as per policy.  On 2/24/13 at 5am, Witness 1 and Witness 2 counted the narcotics to be discarded and discovered that 38 narcotic pills were missing.  The facility failed to provide a safe medication system and staff failed to follow facility policy.  The failures are a violation of Oregon Administrative Rules.  An unknown individual is responsible for the theft of narcotic medications.",2,0,Not Substantiated,Substantiated,Financial abuse
HB132797,70M211,ALF,3/29/2013,"Resident #1's prescription medications were discontinued in early March. In late March, it was discovered some of the medications were missing during a medication count. It was unknown who took the medications. The facility failed to provide a safe medication administration system. The failure is a violation of Oregon Administrative Rules.",2,0,,,
HB133833,70M211,ALF,7/12/2013,Reported Perpetrator 2 (RP2) gave Resident #1 an antihistamine medication to help Resident #1 sleep. Resident #1 did not have a physician's order for the medication. The facility failed to provide a safe medication administration system. The failure is a violation of Oregon Administrative Rules.,2,,,,
CO14194,70M211,ALF,8/27/2014,"The facility failed to ensure an RN assessed and documented findings for Resident #4 who experienced a significant change of condition.  Resident #4 experienced infection and pain from a worsening pressure ulcer.  The failures are a violation of resident rights, are considered neglect of care and constitute abuse.",3,300,,,Neglect
HB149108B,70M211,ALF,11/3/2014,"The facility failed to care plan and implement interventions regarding Resident #1's behaviors towards Resident #2.  Resident #1 stated profanities towards Resident #2 and was physically aggressive by ramming him/her with his/her power scooter.  The facilities failures are a violation of resident rights, are considered neglect of care and constitute abuse.",2,,,,Neglect
HB151502,70M211,ALF,6/8/2015,Resident #1 and Resident #2 had an exchange of verbal insults but no injury.  There was prior history of behaviors between these two residents.  The facility failed to care plan appropriately with interventions to provide a safe environment for Resident #1 and Resident #2.  The failures are a violation of resident rights and violates Oregon Administrative Rules.,2,,,,
RD152997,70M212,ALF,9/5/2015,Resident #1 discovered three twenty dollar bills missing.  An unknown person is responsible for the theft of his/her money. The facility failed to ensure a safe environment which violates Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Financial abuse
BH116622A,70M213,ALF,3/21/2011,The facility failed to complete Resident #1_x001A_s Move-In and 30-Day Assessment properly.,2,0,,,
BH116622B,70M213,ALF,3/21/2011,"Resident #1_x001A_s Service Plan dated 2/2011 indicated the facility was responsible for administering his/her medications.  Resident #1 did not receive his/her medications as prescribed, resulting in bowel side effects.",2,0,,,Neglect
BH132922,70M213,ALF,4/10/2013,"Resident #1 was discovered on the floor of his/her bathroom around 7:00 a.m.  The fall was unwitnessed.  He/she sustained a contusion on his/her face, a head injury and a facial hematoma.  Resident #1 was transported to the hospital.  Reported Perpetrator 2 (RP2) and Reported Perpetrator 3 (RP3) failed to follow Resident #1's service plan regarding 2 hours checks, 2 hour toileting and the placement of his/her wheelchair.  RP2 and RP3 were found responsible for neglect of care which constitutes abuse. The facility failed to follow Resident #1's service plan regarding 2 hours checks, 2 hour toileting and the placement of his/her wheelchair.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",3,300,Substantiated,Substantiated,Neglect
OR0000985902,70M213,ALF,7/29/2015,,0,,,Substantiated,
BH104622A,70M213,ALF,6/22/2010,Resident #1 was not administered his/her medications as prescribed.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BH104622B,70M213,ALF,6/22/2010,"Resident #1's care plan stated he/she was independent in nutrition and health maintenance.  Resident #1 experienced weight loss, had difficulty swallowing and refused meals.  The care plan was not updated nor were interventions put into place.  The facility failed to properly plan care for Resident #1.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,,,,Neglect
BC118139,70M216,ALF,8/31/2011,RP2 administered Resident #1 medication that RP3 set up. Resident #1 was administered the wrong medications and was put on alert charting with no observable negative outcome. The facility failed to ensure a safe medication administration system resulting in the potential for harm.,2,0,,,
BC118797,70M216,ALF,12/19/2011,Resident #1 received three medications that were prescribed to another resident.  He/she was placed on alert charting for several days. Resident #1 did not show any signs or symptoms of adverse effects from receiving the wrong medications.,2,0,,,
BC128864,70M216,ALF,1/2/2012,Resident #1 received seven medications that were prescribed to another resident.  He/she was placed on alert charting for several days. Resident #1 did not show any signs or symptoms of adverse effects from receiving the wrong medications.,2,0,,,
BC120413,70M216,ALF,6/23/2012,"Resident #1 was given the incorrect dose of his/her medication five times on June 23, 2012.  He/she was given 1 ml instead of .5 ml.  Resident #1 did not have any negative side effects from the error.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.",2,0,,,
BC121236,70M216,ALF,9/12/2012,"On May 12, 2012 and May 18, 2012, narcotic medication was delivered to the facility for RV1 and RV2, respectively.  The medications were logged into facility records as received. On May 19, 2012, a routine medication audit revealed  Resident #1 was missing 18 tablets of his/her prescribed narcotic medication and  Resident  #2 was missing 20 tablets of his/her prescribed narcotic medication.  Facility copies of the pharmacy packing slips were unaccounted for in the facility records. The facility failed to provide a safe environment.  The failure is a violation of Oregon administrative Rules.",2,0,Not Substantiated,Substantiated,
BC121428,70M216,ALF,10/25/2012,Resident #1 was given the wrong medication.  The only reported side effect was that Resident #1 did not feel well for several days.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,0,,,
BC132408,70M216,ALF,2/10/2013,Reported Perpetrator 2 (RP2) administered another resident_x001A_s medications to Resident #1.  RP2 realized immediately and had Resident #1 spit the medications out.  Resident #1 ingested three supplements that did not have any adverse effects.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,0,,,
BC132777,70M216,ALF,3/21/2013,Resident #1 requested a PRN medication and he/she was given a discontinued medication.  Resident #1 had no adverse side effects from the medication error.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,0,,,
BC133483,70M216,ALF,6/4/2013,Reported Perpetrator 2 (RP2) incorrectly administered Resident #1's pain medication when he/she gave the medication to Resident #1 two hours early on four separate occasions. No adverse effects were reported. The failure to administer medication as ordered is a failure of Oregon Administrative Rules.,2,,,,
BC133486,70M216,ALF,6/9/2013,Resident #1 was given another residents medications.  Resident #2 received a double dose of his/her narcotic pain medication.  There were no negative effects to Resident #1 or Resident #2.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC134097,70M216,ALF,8/9/2013,Resident #1 was given an incorrect amount of his/her prescribed medication.  Resident #1 was placed on alert charting and showed no adverse effects from the medication error.  The facility failed to administer Resident #1_x001A_s medication as ordered.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC133982,70M216,ALF,7/31/2013,Resident #1 was given a double dose of his/her newly prescribed medication.  Resident #1 was placed on alert charting and showed no adverse effects from the medication error.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC134273,70M216,ALF,8/29/2013,"Resident #1 was given another resident_x001A_s medications and was then placed on alert charting.  Resident #1 was found semi-conscious later the same morning and was sent to the hospital.  The facility failed to provide a safe medication administration system.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",3,300,,,Neglect
BC135340,70M216,ALF,12/8/2013,Resident #1 was given three tablets of medication instead of the prescribed two.  Resident #1 was placed on alert charting and monitored.  Resident #1 did not experience a negative outcome.  The facility failed to administer Resident #1_x001A_s medications as prescribed.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC147012,70M216,ALF,5/6/2014,Resident #1 requested his/her PRN medication.  Resident #1 was administered the medication.  It was found that Resident #1 had already received his/her PRN medication.  Resident #1 had no adverse effects due to the extra dosage.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC147869,70M216,ALF,7/19/2014,Resident #1 was administered a medication that had been discontinued by his/her physician.  Resident #1 did not experience any negative effects.  The facility failed to maintain a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC147929,70M216,ALF,7/26/2014,Resident #1 was administered his/her as needed pain medication instead of the regularly scheduled medication.  It was the same medication except a smaller dose.  Resident #1 experienced no negative effects. The facility failed to provide a safe medication administration system. The failure is a violation of Oregon Administrative Rules.,2,,,,
BC148023,70M216,ALF,8/4/2014,Resident #1 was administered a medication that had been discontinued by his/her physician.  Resident #1 did not experience any negative affects due to the error.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC148009,70M216,ALF,8/1/2014,Resident #1 was administered the same medication twice on the same day.  He/she did not experience any adverse effects from receiving the additional dose of pain medication.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,250,,,
BC148602,70M216,ALF,9/14/2014,Resident #1 was prescribed medication to be administered once per day.  Resident #1 did not receive one of his/her medications on 9/14/14.  The facility failed to administer Resident #1's medication as ordered.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC148984,70M216,ALF,10/16/2014,Resident #1 was administered 20 milligrams of medication instead of 15 milligrams.  Resident #1 had no adverse effects.  The facility failed to administer Resident #1's medication as prescribed by his/her physician.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC149518,70M216,ALF,12/4/2014,"Resident #1 was administered medication that belonged to another resident.  Resident #1 reported feeling dizziness and a headache.  He/she was placed on alert charting.  The facility failed to provide a safe medication administration system.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",2,300,,,Neglect
BC159914,70M216,ALF,1/11/2015,Resident #1 was given medications that belonged to another resident.  There was no negative outcome to Resident #1.  The facility failed to provide a safe medication administration system.  The failure is a violation of Oregon Administrative Rules.,2,,,,
BC150406,70M216,ALF,2/23/2015,RP2 administered the wrong medications to Resident #1. Internal investigation revealed that RP2 did not follow protocol and was pulled from administering medications. There was no harm as a result of the medication error. The facility failed to ensure medications were administered as ordered and is a violation of Oregon Administrative Rules.,2,,,,
BC152006,70M216,ALF,7/7/2015,"On or about July 7, 2015 at approximately 9:00 am Reported Perpetrator #2 (RP2) administered numerous medications to Reported Victim #1 (RV1) in error. RP2 was is training when the medication error occurred. The facility notified the appropriate physician and pharamacist and monitored RV1's vitals. RV1 did not have any adverse reactions to the medication error. The facility failed to administer RV1's medications as ordered placing RV1 at risk for potential harm.",2,,,,
RD106012,70M217,ALF,12/3/2010,"Two residents who were admitted to the Facility were found to have non-traditional sleep schedules.  As a result, the residents routinely missed meals.  When the residents would want to eat, there were no staff to prepare meals for the residents, and no meals were set aside for when the residents would routinely seek food.",2,0,,,
RD116282,70M217,ALF,1/7/2011,"A Facility staff member administered medications to a resident that were intended for a different resident of the Facility.  The staff member recognized the error immediately following the administration, even though the resident had indicated concern prior to taking the medication.  The resident did not suffer any noted physical outcome as a result of the medication error, but was placed at risk for harm due to the error.",2,0,,,
RD117129,70M217,ALF,4/15/2011,A resident of the Facility received medications intended for another resident who shared the same first name.  The mistake was noticed immediately and the resident received his/her appropriate medication.  The resident did not suffer any negative side effects as a result of receiving another resident's medications.,1,0,,,
CO13030,70M217,ALF,3/13/2013,"A re-licensure survey completed on January 24, 2013, relevant portions of which are attached and incorporated into this notice by reference, substantiated the following:  Resident #1 suffered untreated symptoms of a urinary tract infection.  The facility failed to adjust a medication for Resident #1 after receipt of information from an outside provider.  The failure is a violation of resident rights, is considered neglect of care and constitutes abuse.",3,300,,,Neglect
RD134623,70M217,ALF,8/17/2013,"While transferring Resident #1 from the commode to his/her wheelchair, Reported Perpetrator 2 (RP2) pushed the power button on the wheelchair, hitting Resident #1's left calf. Resident #1's calf was bruised.  Several days later Resident #1 had increasing pain and was transferred to the hospital to have excess fluid drained from his/her calf. Resident #1's care plan stated a slide board was to be used for transfers, which RP2 failed to do. The facility failed to provide a safe environment, which is a violation of Oregon Administrative Rules. RP2 is responsible for neglect, which constitutes abuse.",3,,Not Substantiated,Substantiated,Neglect
BO148983,70M217,ALF,8/28/2014,Resident #1 reported jewelry and other items missing from his/her room.  An unknown individual was determined to be responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Financial abuse
RD149670A,70M217,ALF,11/23/2014,Resident #1 reported $157.00 missing from his/her wallet.  Resident #3 reported $600.00 missing from his/her room.  Resident #2 reported $26.00 missing from his/her wallet.  The facility installed a security camera in Resident #1's apartment with Resident #1's permission.  Reported Perpetrator 2 (RP2) was observed in Resident #1's room going through his/her purse and taking snack bags of chips from the cupboard and eating them.  RP2 was found responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Financial abuse
RD149670B,70M217,ALF,11/23/2014,A security camera captured Reported Perpetrator 3 (PR3) drinking hard alcohol from bottles that were in Resident #1's kitchen.  The camera also captured RP3 taking snack bags of chips from the cupboard and eating them while he/she was in Resident #1's room.  RP3 was found responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.,2,,Not Substantiated,Substantiated,Financial abuse
RD152867,70M217,ALF,8/21/2015,"Resident #1 reported $170.00 missing from his/her room.  Resident #2 reported $70.00 missing from his/her room.  An unknown individual was determined to be responsible for theft, which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.",2,300,Not Substantiated,Substantiated,Financial abuse
BO152068,70M217,ALF,7/10/2015,Resident #1 was not feeling well and was laying down.  Resident #1 requested wet towels and would alternate between warm and cool.  Reported Perpetrator 2 (RP2) became aggravated and threw the wet towel at Resident #1.  The towel hit Resident #1 in the stomach and caused him/her pain.  The facility failed to assure resident rights.  The failure is a violation of Oregon Administrative Rules.,2,,,,
RD153584,70M217,ALF,11/12/2015,"Resident #1 reported a bottle of perfume missing from his/her room.  Resident #2 reported his/her wedding ring missing from his/her room.  Resident #3 reported five pieces of jewelry missing from his/her room.  Resident #4 reported a diamond ring, a gold necklace and several pieces of costume jewelry missing from his/her room.  An unknown individual was determined to be responsible for theft which constitutes financial exploitation.  The facility failed to provide a safe environment.  The failure is a violation of Oregon Administrative Rules.",2,,Not Substantiated,Substantiated,Financial abuse
MS118085,70M218,ALF,9/23/2011,"Resident #1 reported missing an electronic entertainment device and money from her/his room. Investigation was initiated, however no suspects were identified. The facility failed to provide a safe environment resulting in the loss of resident property. An unknown person was found responsible for abuse.",2,0,Not Substantiated,Substantiated,Financial abuse
MS092853,70M218,ALF,11/30/2009,Witness #5 took money from residents without providing services. The facility failed to provide a safe environment resulting in the loss of resident property. Witness #5 was removed from the facility and the residents were reimbursed their money.,2,0,,,
MS120014,70M218,ALF,5/4/2012,"Resident #1 had a history of heart problems and high blood pressure. On or about 4:00 AM on May 4, 2012, Resident #1 reported to staff feeling nauseated, had problems breathing and a headache. Staff failed to evaluate the resident, report symptoms to appropriate staff or document the incident. Resident #1 was sent to the hospital after reporting the same condition on the morning of May 6, 2012 where she/he underwent surgery. The facility failed to appropriately monitor and intervene resulting in the potential for serious harm. The failures are violations of resident rights, are considered neglect of care and constitute abuse.",3,300,,,Neglect
MS132169,70M218,ALF,1/17/2013,Reported Perpetrator 2 (RP2) failed to follow facility policies regarding handling of medications received and verifying a medication order.  Resident #1's narcotic pain medication of 90 pills went missing.  RP2 is responsible for the loss of Resident #1's narcotic pain medications.  The facility failed to provide a safe medication system and the failure is a violation of Oregon Administrative Rules.,3,0,Not Substantiated,Substantiated,Financial abuse
MS146011,70M218,ALF,2/6/2014,"Resident #1 did not receive her/his medication for several days resulting in increased frequency of coughing. The facility failed to provide a safe medication administration system. The facility also failed to maintain accurate medication administration records. The failures are violations of resident rights, are considered neglect of care and constitute abuse.",2,,,,Neglect
MS148053,70M218,ALF,8/6/2014,"Resident #1 had increased aggressive behaviors towards others including staff. During an attempt to get away from Resident #1's grasp, RP2 threw water. Witness testimony and facility documentation reavealed that there was no care planning surrounding Resident #1's increased behaviors and how staff were to respond. Investigation concluded the facility failed to adequately address Resident #1's behavior resulting in loss of dignity. The failure is a violation of Oregon Administrative Rules.",2,,,,
